ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
114594		atPhysicsShieldBase	4087	4087												
114595		atMagicShield	4087	4087												
114596		atNeutralAttackPowerBase	2970	2970												
114597		atSpiritBase	1393	1393												
114598		atTherapyPowerBase	3554	3554												
114599		atNeutralCriticalStrike	989	989												
114600		atNeutralAttackPowerBase	2880	2880												
114601		atNeutralOvercomeBase	944	944												
114602		atLunarAttackPowerBase	2970	2970												
114603		atLunarOvercomeBase	989	989												
114604		atTherapyPowerBase	3689	3689												
114605		atPoisonAttackPowerBase	2925	2925												
114606		atPoisonCriticalStrike	809	809												
114607		atPoisonAttackPowerBase	2880	2880												
114608		atPoisonOvercomeBase	1124	1124												
114609		atPhysicsCriticalStrike	1169	1169												
114610		atSolarAndLunarAttackPowerBase	2880	2880												
114611		atPhysicsAttackPowerBase	3060	3060												
114612		atPhysicsOvercomeBase	944	944												
114613		atLunarAttackPowerBase	2880	2880												
114614		atNeutralOvercomeBase	989	989												
114615		atVitalityBase	5024	5024												
114616		atSpunkBase	1350	1350												
114617		atSolarAttackPowerBase	3282	3282												
114618		atSolarCriticalStrike	964	964												
114619		atVitalityBase	7422	7422												
114620		atPhysicsShieldBase	4383	4383												
114621		atMagicShield	4383	4383												
114622		atHasteBase	1753	1753												
114623		atSurplusValueBase	1753	1753												
114624		atToughnessBase	877	877												
114625		atStrainBase	5045	5045												
114626		atNeutralAttackPowerBase	3185	3185												
114627		atNeutralOvercomeBase	1109	1109												
114628		atSpiritBase	1495	1495												
114629		atStrengthBase	1350	1350												
114630		atNeutralCriticalStrike	1205	1205												
114631		atNeutralOvercomeBase	1012	1012												
114632		atAgilityBase	1350	1350												
114633		atLunarAttackPowerBase	3185	3185												
114634		atTherapyPowerBase	3957	3957												
114635		atPoisonAttackPowerBase	3137	3137												
114636		atPoisonOvercomeBase	1157	1157												
114637		atTherapyPowerBase	4005	4005												
114638		atPoisonOvercomeBase	1205	1205												
114639		atPhysicsAttackPowerBase	2992	2992												
114640		atPhysicsAttackPowerBase	3185	3185												
114641		atSolarAndLunarOvercomeBase	1157	1157												
114642		atPhysicsAttackPowerBase	3282	3282												
114643		atLunarOvercomeBase	1109	1109												
114644		atSpunkBase	1441	1441												
114645		atSolarCriticalStrike	1029	1029												
114646		atVitalityBase	7966	7966												
114647		atPhysicsShieldBase	4680	4680												
114648		atMagicShield	4680	4680												
114649		atStrainBase	5565	5565												
114650		atNeutralAttackPowerBase	3401	3401												
114651		atSpiritBase	1596	1596												
114652		atStrengthBase	1441	1441												
114653		atPhysicsAttackPowerBase	3298	3298												
114654		atSpiritBase	1441	1441												
114655		atNeutralAttackPowerBase	3298	3298												
114656		atNeutralCriticalStrike	1287	1287												
114657		atAgilityBase	1441	1441												
114658		atPhysicsAttackPowerBase	3246	3246												
114659		atLunarAttackPowerBase	3401	3401												
114660		atPoisonAttackPowerBase	3349	3349												
114661		atPoisonCriticalStrike	1081	1081												
114662		atPoisonOvercomeBase	1235	1235												
114663		atPoisonAttackPowerBase	3298	3298												
114664		atPoisonOvercomeBase	1287	1287												
114665		atPhysicsAttackPowerBase	3195	3195												
114666		atPhysicsOvercomeBase	1287	1287												
114667		atPhysicsCriticalStrike	1338	1338												
114668		atPhysicsAttackPowerBase	3401	3401												
114669		atSolarAndLunarAttackPowerBase	3298	3298												
114670		atSolarAndLunarCriticalStrike	1081	1081												
114671		atSolarAndLunarOvercomeBase	1235	1235												
114672		atLunarAttackPowerBase	3298	3298												
114673		atTherapyPowerBase	4121	4121												
114674		atHasteBase	618	618												
114675		atSpunkBase	1533	1533												
114676		atSolarAttackPowerBase	3725	3725												
114677		atSolarOvercomeBase	1204	1204												
114678		atVitalityBase	8512	8512												
114679		atPhysicsShieldBase	4976	4976												
114680		atMagicShield	4976	4976												
114681		atToughnessBase	995	995												
114682		atStrainBase	6102	6102												
114683		atNeutralAttackPowerBase	3616	3616												
114684		atTherapyPowerBase	4328	4328												
114685		atNeutralCriticalStrike	1204	1204												
114686		atStrengthBase	1533	1533												
114687		atSpiritBase	1533	1533												
114688		atNeutralAttackPowerBase	3507	3507												
114689		atNeutralOvercomeBase	1149	1149												
114690		atAgilityBase	1533	1533												
114691		atPhysicsOvercomeBase	1204	1204												
114692		atLunarAttackPowerBase	3616	3616												
114693		atLunarCriticalStrike	1149	1149												
114694		atLunarOvercomeBase	1204	1204												
114695		atTherapyPowerBase	4492	4492												
114696		atPoisonAttackPowerBase	3561	3561												
114697		atPoisonCriticalStrike	1149	1149												
114698		atPoisonCriticalStrike	985	985												
114699		atPoisonAttackPowerBase	3507	3507												
114700		atPhysicsAttackPowerBase	3397	3397												
114701		atSolarAndLunarAttackPowerBase	3507	3507												
114702		atSolarAndLunarCriticalStrike	1149	1149												
114703		atLunarAttackPowerBase	3507	3507												
114704		atLunarCriticalStrike	1204	1204												
114705		atLunarOvercomeBase	1259	1259												
114706		atTherapyPowerBase	4382	4382												
114707		atPhysicsCriticalStrike	1204	1204												
114708		atNeutralOvercomeBase	1204	1204												
114709		atVitalityBase	6134	6134												
114710		atSpunkBase	1624	1624												
114711		atSolarAttackPowerBase	3947	3947												
114712		atSolarCriticalStrike	1160	1160												
114713		atHasteBase	580	580												
114714		atVitalityBase	9061	9061												
114715		atPhysicsShieldBase	5272	5272												
114716		atMagicShield	5272	5272												
114717		atToughnessBase	1054	1054												
114718		atStrainBase	6656	6656												
114719		atNeutralAttackPowerBase	3831	3831												
114720		atNeutralCriticalStrike	1218	1218												
114721		atNeutralOvercomeBase	1334	1334												
114722		atSpiritBase	1798	1798												
114723		atStrengthBase	1624	1624												
114724		atPhysicsAttackPowerBase	3715	3715												
114725		atSpiritBase	1624	1624												
114726		atNeutralAttackPowerBase	3715	3715												
114727		atAgilityBase	1624	1624												
114728		atLunarAttackPowerBase	3831	3831												
114729		atLunarCriticalStrike	1218	1218												
114730		atPoisonAttackPowerBase	3773	3773												
114731		atPoisonCriticalStrike	1218	1218												
114732		atTherapyPowerBase	4817	4817												
114733		atPoisonCriticalStrike	1044	1044												
114734		atPoisonAttackPowerBase	3715	3715												
114735		atPoisonOvercomeBase	1450	1450												
114736		atPhysicsAttackPowerBase	3599	3599												
114737		atSolarAndLunarAttackPowerBase	3715	3715												
114738		atSolarAndLunarCriticalStrike	1218	1218												
114739		atSolarAndLunarOvercomeBase	1392	1392												
114740		atPhysicsAttackPowerBase	3947	3947												
114741		atLunarAttackPowerBase	3715	3715												
114742		atLunarOvercomeBase	1334	1334												
114743		atHasteBase	696	696												
114744		atVitalityBase	6561	6561												
114745		atSpunkBase	1728	1728												
114746		atSolarAttackPowerBase	4201	4201												
114747		atSolarCriticalStrike	1234	1234												
114748		atSolarOvercomeBase	1358	1358												
114749		atVitalityBase	9692	9692												
114750		atPhysicsShieldBase	5611	5611												
114751		atMagicShield	5611	5611												
114752		atHasteBase	2245	2245												
114753		atSurplusValueBase	2245	2245												
114754		atToughnessBase	1122	1122												
114755		atStrainBase	7308	7308												
114756		atNeutralAttackPowerBase	4078	4078												
114757		atNeutralOvercomeBase	1420	1420												
114758		atSpiritBase	1913	1913												
114759		atTherapyPowerBase	4880	4880												
114760		atNeutralCriticalStrike	1358	1358												
114761		atStrengthBase	1728	1728												
114762		atSpiritBase	1728	1728												
114763		atNeutralAttackPowerBase	3954	3954												
114764		atNeutralCriticalStrike	1543	1543												
114765		atNeutralOvercomeBase	1296	1296												
114766		atAgilityBase	1728	1728												
114767		atPhysicsAttackPowerBase	3892	3892												
114768		atLunarAttackPowerBase	4078	4078												
114769		atLunarOvercomeBase	1358	1358												
114770		atTherapyPowerBase	5065	5065												
114771		atPoisonAttackPowerBase	4016	4016												
114772		atPoisonOvercomeBase	1481	1481												
114773		atPoisonCriticalStrike	1111	1111												
114774		atPoisonAttackPowerBase	3954	3954												
114775		atPoisonOvercomeBase	1543	1543												
114776		atPhysicsAttackPowerBase	4078	4078												
114777		atSolarAndLunarAttackPowerBase	3954	3954												
114778		atSolarAndLunarOvercomeBase	1481	1481												
114779		atPhysicsAttackPowerBase	4201	4201												
114780		atLunarAttackPowerBase	3954	3954												
114781		atLunarCriticalStrike	1358	1358												
114782		atLunarOvercomeBase	1420	1420												
114783		atPhysicsCriticalStrike	1481	1481												
114784		atNeutralCriticalStrike	1234	1234												
114785		atMagicOvercome	1279	1279												
114786		atStrainBase	4020	4020												
114787		atTherapyPowerBase	2429	2429												
114788		atVitalityBase	5076	5076												
114789		atMagicShield	2557	2557												
114790		atPhysicsShieldBase	7115	7115												
114791		atMagicAttackPowerBase	1526	1526												
114792		atDecriticalDamagePowerBase	939	939												
114793		atToughnessBase	822	822												
114794		atMagicShield	1526	1526												
114795		atVitalityBase	4807	4807												
114796		atPhysicsShieldBase	1702	1702												
114797		atMagicShield	1702	1702												
114798		atStrainBase	2484	2484												
114799		atPhysicsShieldBase	1790	1790												
114800		atMagicShield	1790	1790												
114801		atSpunkBase	1775	1775												
114802		atMagicAttackPowerBase	5077	5077												
114803		atMagicOvercome	2536	2536												
114804		atStrainBase	9529	9529												
114805		atVitalityBase	10063	10063												
114806		atSpiritBase	1775	1775												
114807		atTherapyPowerBase	7106	7106												
114808		atStrengthBase	1775	1775												
114809		atPhysicsAttackPowerBase	5077	5077												
114810		atAgilityBase	1775	1775												
114811		atStrainBase	10005	10005												
114812		atToughnessBase	1191	1191												
114813		atStrainBase	8422	8422												
114814		atPhysicsShieldBase	5558	5558												
114815		atMagicShield	5558	5558												
114816		atVitalityBase	5211	5211												
114817		atStrainBase	8518	8518												
114818		atVitalityBase	3711	3711												
114819		atStrainBase	5466	5466												
114820		atVitalityBase	3120	3120												
114821		atVitalityBase	4639	4639												
114822		atSurplusValueBase	1167	1167												
114823		atVitalityBase	3938	3938												
114824		atStrainBase	3238	3238												
114825		atAllTypeCriticalDamagePowerBase	544	544												
114826		atPhysicsCriticalDamagePowerBase	544	544												
114827		atMagicCriticalStrike	1886	1886												
114828		atMagicCriticalDamagePowerBase	725	725												
114829		atDodge	1813	1813												
114830		atVitalityBase	2356	2356												
114831		atSpunkBase	1027	1027												
114832		atMagicCriticalStrike	1687	1687												
114833		atDecriticalDamagePowerBase	1100	1100												
114834		atSpiritBase	1027	1027												
114835		atStrengthBase	1027	1027												
114836		atAgilityBase	1027	1027												
114837		atVitalityBase	5618	5618												
114838		atSpunkBase	2054	2054												
114839		atMagicAttackPowerBase	6461	6461												
114840		atToughnessBase	1908	1908												
114841		atDecriticalDamagePowerBase	2348	2348												
114842		atSpiritBase	2054	2054												
114843		atTherapyPowerBase	8222	8222												
114844		atStrengthBase	2054	2054												
114845		atPhysicsAttackPowerBase	6461	6461												
114846		atAgilityBase	2054	2054												
114847		atSpunkBase	1071	1071												
114848		atMagicCriticalStrike	1760	1760												
114849		atSpiritBase	1071	1071												
114850		atStrengthBase	1071	1071												
114851		atPhysicsCriticalStrike	1760	1760												
114852		atAgilityBase	1071	1071												
114853		atSpunkBase	2142	2142												
114854		atMagicAttackPowerBase	6738	6738												
114855		atDecriticalDamagePowerBase	2448	2448												
114856		atVitalityBase	4930	4930												
114857		atSpiritBase	2142	2142												
114858		atTherapyPowerBase	8574	8574												
114859		atDecriticalDamagePowerBase	2295	2295												
114860		atStrengthBase	2142	2142												
114861		atAgilityBase	2142	2142												
114862		atMagicAttackPowerBase	5874	5874												
114863		atMagicOvercome	3375	3375												
114864		atTherapyPowerBase	10276	10276												
114865		atPhysicsAttackPowerBase	5874	5874												
114866		atPhysicsOvercomeBase	3375	3375												
114867		atMagicOvercome	1760	1760												
114868		atHasteBase	1760	1760												
114869		atPhysicsOvercomeBase	1760	1760												
114870		atMagicAttackPowerBase	6126	6126												
114871		atTherapyPowerBase	10717	10717												
114872		atPhysicsAttackPowerBase	6126	6126												
114873		atVitalityBase	2392	2392												
114874		atSpiritBase	1042	1042												
114875		atSpunkBase	1042	1042												
114876		atStrengthBase	1042	1042												
114877		atAgilityBase	1042	1042												
114878		atVitalityBase	5981	5981												
114879		atPhysicsShieldBase	2084	2084												
114880		atMagicShield	2084	2084												
114881		atStrainBase	3365	3365												
114882		atPhysicsShieldBase	2977	2977												
114883		atSpunkBase	2084	2084												
114884		atMagicAttackPowerBase	5958	5958												
114885		atMagicCriticalStrike	2977	2977												
114886		atStrainBase	12114	12114												
114887		atVitalityBase	11961	11961												
114888		atMagicShield	9020	9020												
114889		atToughnessBase	1353	1353												
114890		atStrainBase	10197	10197												
114891		atSpiritBase	2084	2084												
114892		atTherapyPowerBase	10423	10423												
114893		atStrengthBase	2084	2084												
114894		atPhysicsAttackPowerBase	5958	5958												
114895		atPhysicsShieldBase	9020	9020												
114896		atAgilityBase	2084	2084												
114897		atPhysicsShieldBase	6314	6314												
114898		atMagicShield	6314	6314												
114899		atSurplusValueBase	1353	1353												
114900		atMagicOvercome	2977	2977												
114901		atTherapyPowerBase	8339	8339												
114902		atMagicCriticalStrike	2084	2084												
114903		atPhysicsOvercomeBase	2977	2977												
114904		atMagicShield	2977	2977												
114905		atDecriticalDamagePowerBase	1116	1116												
114906		atMagicCriticalStrike	3423	3423												
114907		atDecriticalDamagePowerBase	2232	2232												
114908		atPhysicsCriticalStrike	3423	3423												
114909		atVitalityBase	2502	2502												
114910		atPhysicsCriticalStrike	1551	1551												
114911		atVitalityBase	6254	6254												
114912		atMagicShield	3102	3102												
114913		atStrainBase	3580	3580												
114914		atVitalityBase	5003	5003												
114915		atSpunkBase	2172	2172												
114916		atMagicAttackPowerBase	6210	6210												
114917		atStrainBase	12890	12890												
114918		atVitalityBase	12508	12508												
114919		atMagicShield	9402	9402												
114920		atStrainBase	10850	10850												
114921		atSpiritBase	2172	2172												
114922		atTherapyPowerBase	8692	8692												
114923		atStrengthBase	2172	2172												
114924		atAgilityBase	2172	2172												
114925		atPhysicsShieldBase	6581	6581												
114926		atMagicShield	6581	6581												
114927		atHasteBase	1784	1784												
114928		atVitalityBase	4857	4857												
114929		atSpunkBase	2113	2113												
114930		atMagicAttackPowerBase	6042	6042												
114931		atMagicCriticalStrike	3471	3471												
114932		atSpiritBase	2113	2113												
114933		atTherapyPowerBase	8457	8457												
114934		atStrengthBase	2113	2113												
114935		atPhysicsAttackPowerBase	6042	6042												
114936		atPhysicsCriticalStrike	3471	3471												
114937		atAgilityBase	2113	2113												
114938		atVitalityBase	2538	2538												
114939		atSpunkBase	2201	2201												
114940		atMagicAttackPowerBase	6294	6294												
114941		atSpiritBase	2201	2201												
114942		atTherapyPowerBase	8809	8809												
114943		atStrengthBase	2201	2201												
114944		atPhysicsAttackPowerBase	6294	6294												
114945		atAgilityBase	2201	2201												
114946		atStrainBase	12371	12371												
114947		atVitalityBase	12143	12143												
114948		atPhysicsShieldBase	6403	6403												
114949		atMagicShield	6403	6403												
114950		atToughnessBase	1372	1372												
114951		atStrainBase	10414	10414												
114952		atDecriticalDamagePowerBase	1207	1207												
114953		atVitalityBase	6721	6721												
114954		atSpunkBase	1767	1767												
114955		atSolarAttackPowerBase	4296	4296												
114956		atSolarCriticalStrike	1262	1262												
114957		atSolarOvercomeBase	1389	1389												
114958		atVitalityBase	9929	9929												
114959		atPhysicsShieldBase	5738	5738												
114960		atMagicShield	5738	5738												
114961		atSurplusValueBase	2295	2295												
114962		atToughnessBase	1148	1148												
114963		atStrainBase	7557	7557												
114964		atNeutralCriticalStrike	1325	1325												
114965		atNeutralOvercomeBase	1452	1452												
114966		atTherapyPowerBase	4990	4990												
114967		atStrengthBase	1767	1767												
114968		atPhysicsAttackPowerBase	4044	4044												
114969		atPhysicsOvercomeBase	1452	1452												
114970		atSpiritBase	1767	1767												
114971		atNeutralCriticalStrike	1578	1578												
114972		atNeutralOvercomeBase	1325	1325												
114973		atAgilityBase	1767	1767												
114974		atPhysicsAttackPowerBase	3981	3981												
114975		atPhysicsCriticalStrike	1578	1578												
114976		atLunarCriticalStrike	1325	1325												
114977		atTherapyPowerBase	5180	5180												
114978		atLunarCriticalStrike	1199	1199												
114979		atPoisonAttackPowerBase	4107	4107												
114980		atPoisonCriticalStrike	1325	1325												
114981		atPoisonOvercomeBase	1515	1515												
114982		atTherapyPowerBase	5243	5243												
114983		atPhysicsCriticalStrike	1325	1325												
114984		atPoisonOvercomeBase	1578	1578												
114985		atPhysicsAttackPowerBase	3917	3917												
114986		atSolarAndLunarCriticalStrike	1325	1325												
114987		atSolarAndLunarOvercomeBase	1515	1515												
114988		atPhysicsAttackPowerBase	4296	4296												
114989		atPhysicsOvercomeBase	1325	1325												
114990		atLunarCriticalStrike	1389	1389												
114991		atLunarOvercomeBase	1452	1452												
114992		atTherapyPowerBase	5054	5054												
114993		atVitalityBase	7083	7083												
114994		atSpunkBase	1855	1855												
114995		atSolarAttackPowerBase	4510	4510												
114996		atSolarCriticalStrike	1325	1325												
114997		atSolarOvercomeBase	1458	1458												
114998		atVitalityBase	10464	10464												
114999		atPhysicsShieldBase	6024	6024												
115000		atMagicShield	6024	6024												
115001		atHasteBase	2410	2410												
115002		atStrainBase	8129	8129												
115003		atNeutralAttackPowerBase	4378	4378												
115004		atNeutralCriticalStrike	1392	1392												
115005		atNeutralOvercomeBase	1524	1524												
115006		atNeutralCriticalStrike	1458	1458												
115007		atStrengthBase	1855	1855												
115008		atPhysicsAttackPowerBase	4245	4245												
115009		atSpiritBase	1855	1855												
115010		atNeutralAttackPowerBase	4245	4245												
115011		atNeutralOvercomeBase	1392	1392												
115012		atAgilityBase	1855	1855												
115013		atPhysicsAttackPowerBase	4179	4179												
115014		atPhysicsOvercomeBase	1458	1458												
115015		atLunarAttackPowerBase	4378	4378												
115016		atLunarCriticalStrike	1392	1392												
115017		atLunarOvercomeBase	1458	1458												
115018		atTherapyPowerBase	5438	5438												
115019		atPoisonAttackPowerBase	4311	4311												
115020		atTherapyPowerBase	5504	5504												
115021		atPoisonCriticalStrike	1193	1193												
115022		atPoisonAttackPowerBase	4245	4245												
115023		atPoisonOvercomeBase	1657	1657												
115024		atPhysicsAttackPowerBase	4113	4113												
115025		atPhysicsCriticalStrike	1723	1723												
115026		atPhysicsAttackPowerBase	4378	4378												
115027		atSolarAndLunarAttackPowerBase	4245	4245												
115028		atSolarAndLunarCriticalStrike	1392	1392												
115029		atPhysicsAttackPowerBase	4510	4510												
115030		atLunarAttackPowerBase	4245	4245												
115031		atLunarCriticalStrike	1458	1458												
115032		atLunarOvercomeBase	1524	1524												
115033		atTherapyPowerBase	5305	5305												
115034		atNeutralOvercomeBase	1458	1458												
115035		atVitalityBase	1269	1269												
115036		atVitalityBase	1545	1545												
115037		atMagicCriticalStrike	422	422												
115038		atStrainBase	3942	3942												
115039		atStrainBase	700	700												
115040		atParryValueBase	1030	1030												
115041		atMagicCriticalDamagePowerBase	192	192												
115042		atParryBase	498	498												
115043		atVitalityBase	1434	1434												
115044		atAllTypeAttackPowerBase	655	655												
115045		atStrainBase	966	966												
115046		atBasePotentialAdd	403	403												
115047		atAllTypeOvercomeBase	261	261												
115048		atBasePotentialAdd	806	806												
115049		atBasePotentialAdd	1209	1209												
115050		atBasePotentialAdd	1612	1612												
115051		atBasePotentialAdd	2015	2015												
115052		atAllTypeOvercomeBase	1306	1306												
115053		atAllTypeCriticalStrike	1105	1105												
115054		atBasePotentialAdd	17647	17647												
115055		atHasteBase	11436	11436												
115056		atAllTypeOvercomeBase	11436	11436												
115057		atBasePotentialAdd	20557	20557												
115058		atHasteBase	13322	13322												
115059		atVitalityBase	4223	4223												
115060		atAllTypeOvercomeBase	13322	13322												
115061		atAllTypeCriticalStrike	11273	11273												
115062		atBasePotentialAdd	24354	24354												
115063		atHasteBase	15783	15783												
115064		atAllTypeOvercomeBase	15783	15783												
115065		atAllTypeCriticalStrike	13354	13354												
115066		atBasePotentialAdd	14717	14717												
115067		atHasteBase	9538	9538												
115068		atVitalityBase	2975	2975												
115069		atAllTypeOvercomeBase	9538	9538												
115070		atBasePotentialAdd	1557	1557												
115071		atAllTypeOvercomeBase	1009	1009												
115072		atAllTypeAttackPowerBase	1956	1956												
115073		atStrainBase	1856	1856												
115074		atVitalityBase	3281	3281												
115075		atAllTypeAttackPowerBase	3416	3416												
115076		atStrainBase	4006	4006												
115077		atVitalityBase	5457	5457												
115078		atAllTypeAttackPowerBase	5520	5520												
115079		atHasteBase	2760	2760												
115080		atVitalityBase	7716	7716												
115081		atAllTypeAttackPowerBase	7667	7667												
115082		atStrainBase	12046	12046												
115083		atHasteBase	3833	3833												
115084		atMagicOvercome	583	583												
115085		atVitalityBase	1789	1789												
115086		atMagicShield	961	961												
115087		atVitalityBase	1173	1173												
115088		atMagicCriticalStrike	560	560												
115089		atAllTypeAttackPowerBase	380	380												
115090		atAllTypeAttackPowerBase	652	652												
115091		atAllTypeAttackPowerBase	1048	1048												
115092		atVitalityBase	7420	7420												
115093		atAllTypeAttackPowerBase	7337	7337												
115094		atAllTypeOvercomeBase	7337	7337												
115095		atDodge	14673	14673												
115096		atAllTypeAttackPowerBase	1165	1165												
115097		atAllTypeOvercomeBase	582	582												
115098		atVitalityBase	9310	9310												
115099		atAllTypeAttackPowerBase	9122	9122												
115100		atAllTypeOvercomeBase	13683	13683												
115101		atAllTypeCriticalStrike	13683	13683												
115102		atVitalityBase	1451	1451												
115103		atMagicCriticalDamagePowerBase	284	284												
115104		atVitalityBase	1813	1813												
115105		atStrainBase	717	717												
115106		atMagicOvercome	643	643												
115107		atStrainBase	1405	1405												
115108		atVitalityBase	1183	1183												
115109		atParryValueBase	1596	1596												
115110		atVitalityBase	2682	2682												
115111		atStrainBase	2375	2375												
115112		atVitalityBase	3302	3302												
115113		atAgilityBase	611	611												
115114		atVitalityBase	3413	3413												
115115		atStrainBase	2636	2636												
115116		atStrainBase	1456	1456												
115117		atVitalityBase	1009	1009												
115118		atStrainBase	2010	2010												
115119		atStrainBase	1340	1340												
115120		atStrainBase	1299	1299												
115121		atVitalityBase	3464	3464												
115122		atStrainBase	3102	3102												
115123		atStrainBase	1410	1410												
115124		atMagicShield	1523	1523												
115125		atPhysicsShieldBase	1523	1523												
115126		atStrainBase	2397	2397												
115127		atMagicShield	1705	1705												
115128		atStrainBase	2591	2591												
115129		atAllTypeCriticalDamagePowerBase	273	273												
115130		atPhysicsCriticalDamagePowerBase	273	273												
115131		atVitalityBase	1973	1973												
115132		atMagicCriticalStrike	906	906												
115133		atStrainBase	1885	1885												
115134		atStrainBase	1171	1171												
115135		atVitalityBase	2565	2565												
115136		atStrainBase	2577	2577												
115137		atParryBase	978	978												
115138		atVitalityBase	2131	2131												
115139		atStrainBase	2716	2716												
115140		atMagicCriticalStrike	1054	1054												
115141		atStrainBase	2099	2099												
115142		atVitalityBase	2211	2211												
115143		atAllTypeCriticalStrike	964	964												
115144		atVitalityBase	1859	1859												
115145		atVitalityBase	2763	2763												
115146		atStrainBase	2858	2858												
115147		atStrainBase	1637	1637												
115148		atStrainBase	3002	3002												
115149		atAllTypeCriticalStrike	650	650												
115150		atStrainBase	1023	1023												
115151		atPhysicsCriticalStrike	650	650												
115152		atParryBase	1083	1083												
115153		atParryValueBase	2505	2505												
115154		atToughnessBase	556	556												
115155		atVitalityBase	1494	1494												
115156		atDecriticalDamagePowerBase	614	614												
115157		atMagicCriticalStrike	1004	1004												
115158		atPhysicsCriticalStrike	1004	1004												
115159		atHasteBase	1004	1004												
115160		atMagicOvercome	1004	1004												
115161		atPhysicsOvercomeBase	1004	1004												
115162		atMagicOvercome	1188	1188												
115163		atMagicCriticalStrike	854	854												
115164		atDecriticalDamagePowerBase	557	557												
115165		atVitalityBase	3671	3671												
115166		atPhysicsShieldBase	1869	1869												
115167		atStrainBase	2986	2986												
115168		atVitalityBase	3894	3894												
115169		atPhysicsShieldBase	1974	1974												
115170		atDecriticalDamagePowerBase	622	622												
115171		atStrainBase	1615	1615												
115172		atPhysicsShieldBase	1415	1415												
115173		atStrainBase	2526	2526												
115174		atAllTypeCriticalStrike	688	688												
115175		atAllTypeCriticalStrike	1113	1113												
115176		atStrainBase	2416	2416												
115177		atAllTypeCriticalStrike	726	726												
115178		atTherapyPowerBase	3387	3387												
115179		atVitalityBase	3226	3226												
115180		atStrainBase	3543	3543												
115181		atMagicCriticalDamagePowerBase	484	484												
115182		atMagicShield	1210	1210												
115183		atStrainBase	3679	3679												
115184		atStrainBase	1672	1672												
115185		atVitalityBase	3199	3199												
115186		atMagicShield	1646	1646												
115187		atStrainBase	1515	1515												
115188		atMagicCriticalStrike	823	823												
115189		atMagicOvercome	884	884												
115190		atMagicShield	1768	1768												
115191		atMagicCriticalStrike	884	884												
115192		atPhysicsShieldBase	1768	1768												
115193		atStrainBase	2798	2798												
115194		atStrainBase	1865	1865												
115195		atVitalityBase	3976	3976												
115196		atMagicCriticalStrike	1014	1014												
115197		atStrainBase	2790	2790												
115198		atStrainBase	2868	2868												
115199		atSpunkBase	673	673												
115200		atStrengthBase	673	673												
115201		atAgilityBase	673	673												
115202		atVitalityBase	3783	3783												
115203		atStrainBase	2561	2561												
115204		atVitalityBase	3486	3486												
115205		atVitalityBase	3634	3634												
115206		atStrainBase	1809	1809												
115207		atVitalityBase	2742	2742												
115208		atStrainBase	2103	2103												
115209		atMagicCriticalStrike	1228	1228												
115210		atStrainBase	3855	3855												
115211		atParryBase	1280	1280												
115212		atParryValueBase	2960	2960												
115213		atMagicCriticalStrike	1403	1403												
115214		atPhysicsShieldBase	1889	1889												
115215		atStrainBase	3226	3226												
115216		atAllTypeCriticalStrike	1241	1241												
115217		atAllTypeCriticalStrike	810	810												
115218		atPhysicsCriticalStrike	810	810												
115219		atMagicAttackPowerBase	1218	1218												
115220		atVitalityBase	4410	4410												
115221		atVitalityBase	2985	2985												
115222		atAllTypeCriticalDamagePowerBase	415	415												
115223		atPhysicsCriticalDamagePowerBase	415	415												
115224		atPhysicsAttackPowerBase	1329	1329												
115225		atVitalityBase	1546	1546												
115226		atMagicShield	1960	1960												
115227		atMagicCriticalStrike	686	686												
115228		atPhysicsShieldBase	1960	1960												
115229		atMagicOvercome	1052	1052												
115230		atStrainBase	2189	2189												
115231		atMagicCriticalStrike	1052	1052												
115232		atPhysicsAttackPowerBase	1236	1236												
115233		atTherapyPowerBase	2920	2920												
115234		atVitalityBase	4478	4478												
115235		atTherapyPowerBase	2134	2134												
115236		atDecriticalDamagePowerBase	819	819												
115237		atToughnessBase	764	764												
115238		atHasteBase	1274	1274												
115239		atMagicCriticalStrike	1292	1292												
115240		atVitalityBase	2914	2914												
115241		atMagicShield	1354	1354												
115242		atVitalityBase	3820	3820												
115243		atStrainBase	1938	1938												
115244		atStrainBase	3350	3350												
115245		atStrainBase	2233	2233												
115246		atVitalityBase	4757	4757												
115247		atSpunkBase	740	740												
115248		atStrengthBase	740	740												
115249		atAgilityBase	740	740												
115250		atStrainBase	2206	2206												
115251		atMagicAttackPowerBase	1373	1373												
115252		atSurplusValueBase	1316	1316												
115253		atStrainBase	3106	3106												
115254		atPhysicsAttackPowerBase	1659	1659												
115255		atVitalityBase	2600	2600												
115256		atMagicCriticalDamagePowerBase	572	572												
115257		atStrainBase	2698	2698												
115258		atStrainBase	4947	4947												
115259		atAllTypeCriticalDamagePowerBase	453	453												
115260		atPhysicsCriticalDamagePowerBase	453	453												
115261		atParryValueBase	3495	3495												
115262		atSpunkBase	893	893												
115263		atDecriticalDamagePowerBase	956	956												
115264		atStrengthBase	893	893												
115265		atAgilityBase	893	893												
115266		atVitalityBase	4984	4984												
115267		atStrainBase	2804	2804												
115268		atVitalityBase	3374	3374												
115269		atStrainBase	4476	4476												
115270		atVitalityBase	5212	5212												
115271		atStrainBase	2984	2984												
115272		atTherapyPowerBase	2456	2456												
115273		atMagicCriticalStrike	905	905												
