ID	Name	UIID	AttriName	Attribute1ID	Attribute1Value1	Attribute1Value2	Score	DiamondType1	Compare1	DiamondCount1	DiamondIntensity1	Attribute2ID	Attribute2Value1	Attribute2Value2	DiamondType2	Compare2	DiamondCount2	DiamondIntensity2	Attribute3ID	Attribute3Value1	Attribute3Value2	DiamondType3	Compare3	DiamondCount3	DiamondIntensity3	ScriptName	Attribute4ID	Attribute4Value1	Attribute4Value2	RepresentIndex	RepresentID	Time	DestItemSubType	TabType	TabIndex	PackageSize	MapInvalidMask	BelongKungfuID
12962	彩·斩铁·破招·大化(伍)	278526		atPhysicsOvercomeBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atDecriticalDamagePowerBase	2438	2438	5	3	16	90									5	72484			
12963	彩·斩铁·破招·大化(陆)	278527		atPhysicsOvercomeBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atDecriticalDamagePowerBase	2925	2925	5	3	18	108									5	0			
12964	彩·锐刃·破招·大化(壹)	278528		atPhysicsAttackPowerBase	66	66		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atDecriticalDamagePowerBase	488	488	5	3	8	57									5	72486			
12965	彩·锐刃·破招·大化(贰)	278529		atPhysicsAttackPowerBase	132	132		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atDecriticalDamagePowerBase	975	975	5	3	10	62									5	72487			
12966	彩·锐刃·破招·大化(叁)	278530		atPhysicsAttackPowerBase	199	199		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atDecriticalDamagePowerBase	1463	1463	5	3	12	67									5	72488			
12967	彩·锐刃·破招·大化(肆)	278531		atPhysicsAttackPowerBase	265	265		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atDecriticalDamagePowerBase	1950	1950	5	3	14	72									5	72489			
12968	彩·锐刃·破招·大化(伍)	278532		atPhysicsAttackPowerBase	331	331		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atDecriticalDamagePowerBase	2438	2438	5	3	16	90									5	72490			
12969	彩·锐刃·破招·大化(陆)	278533		atPhysicsAttackPowerBase	397	397		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atDecriticalDamagePowerBase	2925	2925	5	3	18	108									5	0			
12970	彩·痛击·破招·大化(壹)	278534		atPhysicsCriticalDamagePowerBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atDecriticalDamagePowerBase	488	488	5	3	8	57									5	72492			
12971	彩·痛击·破招·大化(贰)	278535		atPhysicsCriticalDamagePowerBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atDecriticalDamagePowerBase	975	975	5	3	10	62									5	72493			
12972	彩·痛击·破招·大化(叁)	278536		atPhysicsCriticalDamagePowerBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atDecriticalDamagePowerBase	1463	1463	5	3	12	67									5	72494			
12973	彩·痛击·破招·大化(肆)	278537		atPhysicsCriticalDamagePowerBase	975	975		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atDecriticalDamagePowerBase	1950	1950	5	3	14	72									5	72495			
12974	彩·痛击·破招·大化(伍)	278538		atPhysicsCriticalDamagePowerBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atDecriticalDamagePowerBase	2438	2438	5	3	16	90									5	72496			
12975	彩·痛击·破招·大化(陆)	278539		atPhysicsCriticalDamagePowerBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atDecriticalDamagePowerBase	2925	2925	5	3	18	108									5	0			
12976	彩·日炎·破招·烈阳(壹)	278540		atSolarOvercomeBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atSolarAttackPowerBase	295	295	5	3	8	57									5	72498			
12977	彩·日炎·破招·烈阳(贰)	278541		atSolarOvercomeBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atSolarAttackPowerBase	589	589	5	3	10	62									5	72499			
12978	彩·日炎·破招·烈阳(叁)	278542		atSolarOvercomeBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atSolarAttackPowerBase	884	884	5	3	12	67									5	72500			
12979	彩·日炎·破招·烈阳(肆)	278543		atSolarOvercomeBase	975	975		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atSolarAttackPowerBase	1178	1178	5	3	14	72									5	72501			
12980	彩·日炎·破招·烈阳(伍)	278544		atSolarOvercomeBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atSolarAttackPowerBase	1473	1473	5	3	16	90									5	72502			
12981	彩·日炎·破招·烈阳(陆)	278545		atSolarOvercomeBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atSolarAttackPowerBase	1768	1768	5	3	18	108									5	0			
12982	彩·浴火·破招·烈阳(壹)	278546		atSolarCriticalDamagePowerBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atSolarAttackPowerBase	295	295	5	3	8	57									5	72504			
12983	彩·浴火·破招·烈阳(贰)	278547		atSolarCriticalDamagePowerBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atSolarAttackPowerBase	589	589	5	3	10	62									5	72505			
12984	彩·浴火·破招·烈阳(叁)	278548		atSolarCriticalDamagePowerBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atSolarAttackPowerBase	884	884	5	3	12	67									5	72506			
12985	彩·浴火·破招·烈阳(肆)	278549		atSolarCriticalDamagePowerBase	975	975		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atSolarAttackPowerBase	1178	1178	5	3	14	72									5	72507			
12986	彩·浴火·破招·烈阳(伍)	278550		atSolarCriticalDamagePowerBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atSolarAttackPowerBase	1473	1473	5	3	16	90									5	72508			
12987	彩·浴火·破招·烈阳(陆)	278551		atSolarCriticalDamagePowerBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atSolarAttackPowerBase	1768	1768	5	3	18	108									5	0			
12988	彩·烈阳·破招·日炎(壹)	278552		atSolarAttackPowerBase	74	74		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atSolarOvercomeBase	975	975	5	3	8	57									5	72510			
12989	彩·烈阳·破招·日炎(贰)	278553		atSolarAttackPowerBase	147	147		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atSolarOvercomeBase	1950	1950	5	3	10	62									5	72511			
12990	彩·烈阳·破招·日炎(叁)	278554		atSolarAttackPowerBase	221	221		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atSolarOvercomeBase	2925	2925	5	3	12	67									5	72512			
12991	彩·烈阳·破招·日炎(肆)	278555		atSolarAttackPowerBase	295	295		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atSolarOvercomeBase	3900	3900	5	3	14	72									5	72513			
12992	彩·烈阳·破招·日炎(伍)	278556		atSolarAttackPowerBase	368	368		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atSolarOvercomeBase	4875	4875	5	3	16	90									5	72514			
12993	彩·烈阳·破招·日炎(陆)	278557		atSolarAttackPowerBase	442	442		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atSolarOvercomeBase	5850	5850	5	3	18	108									5	0			
12994	彩·浴火·破招·日炎(壹)	278558		atSolarCriticalDamagePowerBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atSolarOvercomeBase	975	975	5	3	8	57									5	72516			
12995	彩·浴火·破招·日炎(贰)	278559		atSolarCriticalDamagePowerBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atSolarOvercomeBase	1950	1950	5	3	10	62									5	72517			
12996	彩·浴火·破招·日炎(叁)	278560		atSolarCriticalDamagePowerBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atSolarOvercomeBase	2925	2925	5	3	12	67									5	72518			
12997	彩·浴火·破招·日炎(肆)	278561		atSolarCriticalDamagePowerBase	975	975		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atSolarOvercomeBase	3900	3900	5	3	14	72									5	72519			
12998	彩·浴火·破招·日炎(伍)	278562		atSolarCriticalDamagePowerBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atSolarOvercomeBase	4875	4875	5	3	16	90									5	72520			
12999	彩·浴火·破招·日炎(陆)	278563		atSolarCriticalDamagePowerBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atSolarOvercomeBase	5850	5850	5	3	18	108									5	0			
13000	彩·烈阳·破招·浴火(壹)	278564		atSolarAttackPowerBase	74	74		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atSolarCriticalDamagePowerBase	975	975	5	3	8	57									5	72522			
13001	彩·烈阳·破招·浴火(贰)	278565		atSolarAttackPowerBase	147	147		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atSolarCriticalDamagePowerBase	1950	1950	5	3	10	62									5	72523			
13002	彩·烈阳·破招·浴火(叁)	278566		atSolarAttackPowerBase	221	221		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atSolarCriticalDamagePowerBase	2925	2925	5	3	12	67									5	72524			
13003	彩·烈阳·破招·浴火(肆)	278567		atSolarAttackPowerBase	295	295		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atSolarCriticalDamagePowerBase	3900	3900	5	3	14	72									5	72525			
13004	彩·烈阳·破招·浴火(伍)	278568		atSolarAttackPowerBase	368	368		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atSolarCriticalDamagePowerBase	4875	4875	5	3	16	90									5	72526			
13005	彩·烈阳·破招·浴火(陆)	278569		atSolarAttackPowerBase	442	442		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atSolarCriticalDamagePowerBase	5850	5850	5	3	18	108									5	0			
13006	彩·日炎·破招·浴火(壹)	278570		atSolarOvercomeBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atSolarCriticalDamagePowerBase	975	975	5	3	8	57									5	72528			
13007	彩·日炎·破招·浴火(贰)	278571		atSolarOvercomeBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atSolarCriticalDamagePowerBase	1950	1950	5	3	10	62									5	72529			
13008	彩·日炎·破招·浴火(叁)	278572		atSolarOvercomeBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atSolarCriticalDamagePowerBase	2925	2925	5	3	12	67									5	72530			
13009	彩·日炎·破招·浴火(肆)	278573		atSolarOvercomeBase	975	975		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atSolarCriticalDamagePowerBase	3900	3900	5	3	14	72									5	72531			
13010	彩·日炎·破招·浴火(伍)	278574		atSolarOvercomeBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atSolarCriticalDamagePowerBase	4875	4875	5	3	16	90									5	72532			
13011	彩·日炎·破招·浴火(陆)	278575		atSolarOvercomeBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atSolarCriticalDamagePowerBase	5850	5850	5	3	18	108									5	0			
13012	彩·烈阳·破招·大化(壹)	278576		atSolarAttackPowerBase	74	74		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atDecriticalDamagePowerBase	488	488	5	3	8	57									5	72534			
13013	彩·烈阳·破招·大化(贰)	278577		atSolarAttackPowerBase	147	147		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atDecriticalDamagePowerBase	975	975	5	3	10	62									5	72535			
13014	彩·烈阳·破招·大化(叁)	278578		atSolarAttackPowerBase	221	221		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atDecriticalDamagePowerBase	1463	1463	5	3	12	67									5	72536			
13015	彩·烈阳·破招·大化(肆)	278579		atSolarAttackPowerBase	295	295		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atDecriticalDamagePowerBase	1950	1950	5	3	14	72									5	72537			
13016	彩·烈阳·破招·大化(伍)	278580		atSolarAttackPowerBase	368	368		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atDecriticalDamagePowerBase	2438	2438	5	3	16	90									5	72538			
13017	彩·烈阳·破招·大化(陆)	278581		atSolarAttackPowerBase	442	442		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atDecriticalDamagePowerBase	2925	2925	5	3	18	108									5	0			
13018	彩·日炎·破招·大化(壹)	278582		atSolarOvercomeBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atDecriticalDamagePowerBase	488	488	5	3	8	57									5	72540			
13019	彩·日炎·破招·大化(贰)	278583		atSolarOvercomeBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atDecriticalDamagePowerBase	975	975	5	3	10	62									5	72541			
13020	彩·日炎·破招·大化(叁)	278584		atSolarOvercomeBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atDecriticalDamagePowerBase	1463	1463	5	3	12	67									5	72542			
13021	彩·日炎·破招·大化(肆)	278585		atSolarOvercomeBase	975	975		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atDecriticalDamagePowerBase	1950	1950	5	3	14	72									5	72543			
13022	彩·日炎·破招·大化(伍)	278586		atSolarOvercomeBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atDecriticalDamagePowerBase	2438	2438	5	3	16	90									5	72544			
13023	彩·日炎·破招·大化(陆)	278587		atSolarOvercomeBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atDecriticalDamagePowerBase	2925	2925	5	3	18	108									5	0			
13024	彩·浴火·破招·大化(壹)	278588		atSolarCriticalDamagePowerBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atDecriticalDamagePowerBase	488	488	5	3	8	57									5	72546			
13025	彩·浴火·破招·大化(贰)	278589		atSolarCriticalDamagePowerBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atDecriticalDamagePowerBase	975	975	5	3	10	62									5	72547			
13026	彩·浴火·破招·大化(叁)	278590		atSolarCriticalDamagePowerBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atDecriticalDamagePowerBase	1463	1463	5	3	12	67									5	72548			
13027	彩·浴火·破招·大化(肆)	278591		atSolarCriticalDamagePowerBase	975	975		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atDecriticalDamagePowerBase	1950	1950	5	3	14	72									5	72549			
13028	彩·浴火·破招·大化(伍)	278592		atSolarCriticalDamagePowerBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atDecriticalDamagePowerBase	2438	2438	5	3	16	90									5	72550			
13029	彩·浴火·破招·大化(陆)	278593		atSolarCriticalDamagePowerBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atDecriticalDamagePowerBase	2925	2925	5	3	18	108									5	0			
13030	彩·混沌·破招·雷鸣(壹)	278594		atNeutralOvercomeBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atNeutralAttackPowerBase	295	295	5	3	8	57									5	72552			
13031	彩·混沌·破招·雷鸣(贰)	278595		atNeutralOvercomeBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atNeutralAttackPowerBase	589	589	5	3	10	62									5	72553			
13032	彩·混沌·破招·雷鸣(叁)	278596		atNeutralOvercomeBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atNeutralAttackPowerBase	884	884	5	3	12	67									5	72554			
13033	彩·混沌·破招·雷鸣(肆)	278597		atNeutralOvercomeBase	975	975		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atNeutralAttackPowerBase	1178	1178	5	3	14	72									5	72555			
13034	彩·混沌·破招·雷鸣(伍)	278598		atNeutralOvercomeBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atNeutralAttackPowerBase	1473	1473	5	3	16	90									5	72556			
13035	彩·混沌·破招·雷鸣(陆)	278599		atNeutralOvercomeBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atNeutralAttackPowerBase	1768	1768	5	3	18	108									5	0			
13036	彩·霹雳·破招·雷鸣(壹)	278600		atNeutralCriticalDamagePowerBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atNeutralAttackPowerBase	295	295	5	3	8	57									5	72558			
13037	彩·霹雳·破招·雷鸣(贰)	278601		atNeutralCriticalDamagePowerBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atNeutralAttackPowerBase	589	589	5	3	10	62									5	72559			
13038	彩·霹雳·破招·雷鸣(叁)	278602		atNeutralCriticalDamagePowerBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atNeutralAttackPowerBase	884	884	5	3	12	67									5	72560			
13039	彩·霹雳·破招·雷鸣(肆)	278603		atNeutralCriticalDamagePowerBase	975	975		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atNeutralAttackPowerBase	1178	1178	5	3	14	72									5	72561			
13040	彩·霹雳·破招·雷鸣(伍)	278604		atNeutralCriticalDamagePowerBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atNeutralAttackPowerBase	1473	1473	5	3	16	90									5	72562			
13041	彩·霹雳·破招·雷鸣(陆)	278605		atNeutralCriticalDamagePowerBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atNeutralAttackPowerBase	1768	1768	5	3	18	108									5	0			
13042	彩·雷鸣·破招·混沌(壹)	278606		atNeutralAttackPowerBase	74	74		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atNeutralOvercomeBase	975	975	5	3	8	57									5	72564			
13043	彩·雷鸣·破招·混沌(贰)	278607		atNeutralAttackPowerBase	147	147		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atNeutralOvercomeBase	1950	1950	5	3	10	62									5	72565			
13044	彩·雷鸣·破招·混沌(叁)	278608		atNeutralAttackPowerBase	221	221		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atNeutralOvercomeBase	2925	2925	5	3	12	67									5	72566			
13045	彩·雷鸣·破招·混沌(肆)	278609		atNeutralAttackPowerBase	295	295		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atNeutralOvercomeBase	3900	3900	5	3	14	72									5	72567			
13046	彩·雷鸣·破招·混沌(伍)	278610		atNeutralAttackPowerBase	368	368		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atNeutralOvercomeBase	4875	4875	5	3	16	90									5	72568			
13047	彩·雷鸣·破招·混沌(陆)	278611		atNeutralAttackPowerBase	442	442		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atNeutralOvercomeBase	5850	5850	5	3	18	108									5	0			
13048	彩·霹雳·破招·混沌(壹)	278612		atNeutralCriticalDamagePowerBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atNeutralOvercomeBase	975	975	5	3	8	57									5	72570			
13049	彩·霹雳·破招·混沌(贰)	278613		atNeutralCriticalDamagePowerBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atNeutralOvercomeBase	1950	1950	5	3	10	62									5	72571			
13050	彩·霹雳·破招·混沌(叁)	278614		atNeutralCriticalDamagePowerBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atNeutralOvercomeBase	2925	2925	5	3	12	67									5	72572			
13051	彩·霹雳·破招·混沌(肆)	278615		atNeutralCriticalDamagePowerBase	975	975		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atNeutralOvercomeBase	3900	3900	5	3	14	72									5	72573			
13052	彩·霹雳·破招·混沌(伍)	278616		atNeutralCriticalDamagePowerBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atNeutralOvercomeBase	4875	4875	5	3	16	90									5	72574			
13053	彩·霹雳·破招·混沌(陆)	278617		atNeutralCriticalDamagePowerBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atNeutralOvercomeBase	5850	5850	5	3	18	108									5	0			
13054	彩·雷鸣·破招·霹雳(壹)	278618		atNeutralAttackPowerBase	74	74		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atNeutralCriticalDamagePowerBase	975	975	5	3	8	57									5	72576			
13055	彩·雷鸣·破招·霹雳(贰)	278619		atNeutralAttackPowerBase	147	147		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atNeutralCriticalDamagePowerBase	1950	1950	5	3	10	62									5	72577			
13056	彩·雷鸣·破招·霹雳(叁)	278620		atNeutralAttackPowerBase	221	221		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atNeutralCriticalDamagePowerBase	2925	2925	5	3	12	67									5	72578			
13057	彩·雷鸣·破招·霹雳(肆)	278621		atNeutralAttackPowerBase	295	295		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atNeutralCriticalDamagePowerBase	3900	3900	5	3	14	72									5	72579			
13058	彩·雷鸣·破招·霹雳(伍)	278622		atNeutralAttackPowerBase	368	368		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atNeutralCriticalDamagePowerBase	4875	4875	5	3	16	90									5	72580			
13059	彩·雷鸣·破招·霹雳(陆)	278623		atNeutralAttackPowerBase	442	442		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atNeutralCriticalDamagePowerBase	5850	5850	5	3	18	108									5	0			
13060	彩·混沌·破招·霹雳(壹)	278624		atNeutralOvercomeBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atNeutralCriticalDamagePowerBase	975	975	5	3	8	57									5	72582			
13061	彩·混沌·破招·霹雳(贰)	278625		atNeutralOvercomeBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atNeutralCriticalDamagePowerBase	1950	1950	5	3	10	62									5	72583			
13062	彩·混沌·破招·霹雳(叁)	278626		atNeutralOvercomeBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atNeutralCriticalDamagePowerBase	2925	2925	5	3	12	67									5	72584			
13063	彩·混沌·破招·霹雳(肆)	278627		atNeutralOvercomeBase	975	975		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atNeutralCriticalDamagePowerBase	3900	3900	5	3	14	72									5	72585			
13064	彩·混沌·破招·霹雳(伍)	278628		atNeutralOvercomeBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atNeutralCriticalDamagePowerBase	4875	4875	5	3	16	90									5	72586			
13065	彩·混沌·破招·霹雳(陆)	278629		atNeutralOvercomeBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atNeutralCriticalDamagePowerBase	5850	5850	5	3	18	108									5	0			
13066	彩·雷鸣·破招·大化(壹)	278630		atNeutralAttackPowerBase	74	74		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atDecriticalDamagePowerBase	488	488	5	3	8	57									5	72588			
13067	彩·雷鸣·破招·大化(贰)	278631		atNeutralAttackPowerBase	147	147		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atDecriticalDamagePowerBase	975	975	5	3	10	62									5	72589			
13068	彩·雷鸣·破招·大化(叁)	278632		atNeutralAttackPowerBase	221	221		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atDecriticalDamagePowerBase	1463	1463	5	3	12	67									5	72590			
13069	彩·雷鸣·破招·大化(肆)	278633		atNeutralAttackPowerBase	295	295		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atDecriticalDamagePowerBase	1950	1950	5	3	14	72									5	72591			
13070	彩·雷鸣·破招·大化(伍)	278634		atNeutralAttackPowerBase	368	368		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atDecriticalDamagePowerBase	2438	2438	5	3	16	90									5	72592			
13071	彩·雷鸣·破招·大化(陆)	278635		atNeutralAttackPowerBase	442	442		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atDecriticalDamagePowerBase	2925	2925	5	3	18	108									5	0			
13072	彩·混沌·破招·大化(壹)	278636		atNeutralOvercomeBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atDecriticalDamagePowerBase	488	488	5	3	8	57									5	72594			
13073	彩·混沌·破招·大化(贰)	278637		atNeutralOvercomeBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atDecriticalDamagePowerBase	975	975	5	3	10	62									5	72595			
13074	彩·混沌·破招·大化(叁)	278638		atNeutralOvercomeBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atDecriticalDamagePowerBase	1463	1463	5	3	12	67									5	72596			
13075	彩·混沌·破招·大化(肆)	278639		atNeutralOvercomeBase	975	975		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atDecriticalDamagePowerBase	1950	1950	5	3	14	72									5	72597			
13076	彩·混沌·破招·大化(伍)	278640		atNeutralOvercomeBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atDecriticalDamagePowerBase	2438	2438	5	3	16	90									5	72598			
13077	彩·混沌·破招·大化(陆)	278641		atNeutralOvercomeBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atDecriticalDamagePowerBase	2925	2925	5	3	18	108									5	0			
13078	彩·霹雳·破招·大化(壹)	278642		atNeutralCriticalDamagePowerBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atDecriticalDamagePowerBase	488	488	5	3	8	57									5	72600			
13079	彩·霹雳·破招·大化(贰)	278643		atNeutralCriticalDamagePowerBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atDecriticalDamagePowerBase	975	975	5	3	10	62									5	72601			
13080	彩·霹雳·破招·大化(叁)	278644		atNeutralCriticalDamagePowerBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atDecriticalDamagePowerBase	1463	1463	5	3	12	67									5	72602			
13081	彩·霹雳·破招·大化(肆)	278645		atNeutralCriticalDamagePowerBase	975	975		5	3	11	40	atSurplusValueBase	1950	1950	5	3	12	60	atDecriticalDamagePowerBase	1950	1950	5	3	14	72									5	72603			
13082	彩·霹雳·破招·大化(伍)	278646		atNeutralCriticalDamagePowerBase	1219	1219		5	3	13	45	atSurplusValueBase	2438	2438	5	3	14	75	atDecriticalDamagePowerBase	2438	2438	5	3	16	90									5	72604			
13083	彩·霹雳·破招·大化(陆)	278647		atNeutralCriticalDamagePowerBase	1463	1463		5	3	14	50	atSurplusValueBase	2925	2925	5	3	16	90	atDecriticalDamagePowerBase	2925	2925	5	3	18	108									5	0			
13084	彩·冻髓·破招·霜冷(壹)	278648		atLunarOvercomeBase	244	244		5	3	5	10	atSurplusValueBase	488	488	5	3	6	45	atLunarAttackPowerBase	295	295	5	3	8	57									5	72606			
13085	彩·冻髓·破招·霜冷(贰)	278649		atLunarOvercomeBase	488	488		5	3	7	20	atSurplusValueBase	975	975	5	3	8	50	atLunarAttackPowerBase	589	589	5	3	10	62									5	72607			
13086	彩·冻髓·破招·霜冷(叁)	278650		atLunarOvercomeBase	731	731		5	3	9	30	atSurplusValueBase	1463	1463	5	3	10	55	atLunarAttackPowerBase	884	884	5	3	12	67									5	72608			
